ID Cliente;Escolaridade;Tem Filhos;Salário;Idade;Estado;Estado Civil;Profissão;Hobbies (Código);Número de Cartões de Crédito
4221;Superior;Não;4171.61;59.83;SC;Casado;Artista;F;0
4222;Fundamental;Sim;7920.58;57.75;SE;Divorciado;Estudante;E;2
4223;Pós-Graduação;Sim;6897.74;57.49;PA;Casado;Advogado;VAHR;3
4224;Fundamental;Sim;5787.67;68.84;SP;Divorciado;Médico;WYAU;2
4225;Superior;Sim;1829.81;55.46;RR;Solteiro;Artista;ZVOQ;1
4226;Médio;Não;3066.55;42.78;CE;Viúvo;Empresário;XJXEL;1
4227;Fundamental;Não;4621.87;69.89;AM;Solteiro;Professor;HNON;0
4228;Superior;Sim;7361.18;42.15;RN;Casado;Artista;H;1
4229;Superior;Não;7994.23;29.18;PI;Viúvo;Professor;MVPBP;2
4230;Pós-Graduação;Não;7990.54;47.01;BA;Divorciado;Estudante;WRTZ;2
4231;Médio;Sim;2858.22;79.03;DF;Divorciado;Artista;VNRMW;2
4232;Superior;Sim;7483.76;52.96;PB;Solteiro;Professor;ENQW;3
4233;Pós-Graduação;Não;6428.86;29.13;ES;Solteiro;Empresário;E;3
4234;Médio;Sim;4168.12;28.16;PA;Viúvo;Advogado;O;1
4235;Médio;Não;7520.81;18.54;PA;Viúvo;Advogado;ZM;2
4236;Superior;Sim;6456.57;60.69;SE;Divorciado;Outros;UNUK;1
4237;Médio;Não;7377.85;76.07;AP;Divorciado;Engenheiro;JKHIW;3
4238;Superior;Não;9218.36;59.78;SE;Viúvo;Advogado;TROG;3
4239;Médio;Não;7923.13;19.54;TO;Divorciado;Empresário;PJZ;1
4240;Fundamental;Sim;3392.23;69.6;PB;Viúvo;Engenheiro;BKS;0
4241;Fundamental;Sim;5739.64;56.96;AC;Solteiro;Empresário;I;0
4242;Médio;Sim;8697.35;75.61;MT;Viúvo;Advogado;FGNAY;0
4243;Superior;Sim;5919.44;47.8;PI;Solteiro;Advogado;YGLZ;1
4244;Pós-Graduação;Não;7074.89;41.41;RS;Casado;Advogado;LWUPW;1
4245;Fundamental;Não;6777.98;41.86;PR;Casado;Empresário;TKDVW;0
4246;Superior;Sim;1847.65;28.13;MT;Viúvo;Outros;AVXHV;1
4247;Fundamental;Não;8993.45;27.87;DF;Divorciado;Empresário;N;1
4248;Superior;Sim;2238.36;55.37;RS;Divorciado;Estudante;JUY;0
4249;Fundamental;Não;3696.5;35.0;DF;Viúvo;Outros;E;3
4250;Pós-Graduação;Não;5386.12;42.31;TO;Viúvo;Engenheiro;VEUW;0
4251;Pós-Graduação;Sim;5700.43;64.32;RS;Divorciado;Estudante;VNG;0
4252;Superior;Sim;2552.41;63.65;MA;Solteiro;Engenheiro;MAMAA;2
4253;Superior;Sim;2274.53;35.54;RJ;Solteiro;Professor;YWI;0
4254;Médio;Não;1690.25;26.12;RS;Divorciado;Outros;H;2
4255;Fundamental;Sim;1973.61;39.37;PE;Viúvo;Engenheiro;WHY;2
4256;Fundamental;Não;3053.49;26.88;CE;Viúvo;Artista;F;1
4257;Pós-Graduação;Sim;3868.72;47.9;TO;Divorciado;Artista;V;3
4258;Superior;Não;2945.43;70.01;AM;Casado;Médico;TCJ;3
4259;Médio;Sim;7489.35;66.68;MT;Divorciado;Outros;IEXH;3
4260;Pós-Graduação;Sim;7116.15;59.94;MT;Divorciado;Engenheiro;T;2
4261;Superior;Não;2904.43;39.58;AC;Casado;Estudante;YED;2
4262;Superior;Não;5250.61;61.82;DF;Casado;Outros;IP;1
4263;Pós-Graduação;Sim;4006.61;46.48;SE;Casado;Professor;LUNDY;1
4264;Fundamental;Não;4942.76;45.34;MA;Divorciado;Outros;YOZV;0
4265;Fundamental;Não;7755.48;30.72;AM;Divorciado;Professor;RCKHY;0
4266;Fundamental;Sim;5452.13;71.83;PB;Viúvo;Professor;U;0
4267;Fundamental;Não;8527.81;53.57;SE;Solteiro;Outros;ZIP;1
4268;Superior;Sim;7705.56;52.42;RO;Casado;Advogado;EKIA;1
4269;Fundamental;Sim;4962.15;18.8;MA;Solteiro;Outros;JMXBM;3
4270;Pós-Graduação;Não;6419.21;52.95;PE;Divorciado;Engenheiro;L;2
4271;Pós-Graduação;Não;9343.81;48.46;SP;Casado;Outros;YG;2
4272;Superior;Não;9092.12;32.46;AM;Divorciado;Médico;SSP;2
4273;Fundamental;Não;5262.03;69.02;MT;Viúvo;Artista;UU;1
4274;Médio;Não;1071.43;70.56;RR;Solteiro;Artista;JHKVQ;2
4275;Fundamental;Não;8816.9;79.85;MS;Viúvo;Estudante;OS;0
4276;Médio;Não;7531.25;48.59;RO;Divorciado;Advogado;W;1
4277;Pós-Graduação;Sim;1408.51;21.17;AC;Divorciado;Advogado;ME;3
4278;Fundamental;Não;6659.86;29.02;RO;Divorciado;Advogado;K;1
4279;Pós-Graduação;Sim;6502.06;79.97;ES;Solteiro;Empresário;ZUV;0
4280;Médio;Não;7596.99;47.3;CE;Viúvo;Engenheiro;DW;2
4281;Pós-Graduação;Não;6300.46;72.95;TO;Solteiro;Artista;PS;3
4282;Médio;Não;8437.51;52.2;MA;Divorciado;Professor;NX;0
4283;Superior;Não;9745.62;55.48;AM;Divorciado;Artista;KLY;1
4284;Superior;Sim;6102.05;55.29;GO;Divorciado;Advogado;SNKXZ;1
4285;Pós-Graduação;Sim;8766.03;42.09;SE;Viúvo;Empresário;YKOFR;2
4286;Fundamental;Sim;7942.0;43.77;RS;Solteiro;Artista;DKE;1
4287;Fundamental;Não;6569.86;47.44;BA;Viúvo;Engenheiro;QEUTF;3
4288;Superior;Sim;2742.39;39.17;DF;Casado;Estudante;EZTF;1
4289;Fundamental;Sim;4191.24;29.19;MA;Viúvo;Advogado;ZLZ;0
4290;Fundamental;Não;4826.54;41.23;CE;Viúvo;Estudante;KRAX;0
4291;Pós-Graduação;Não;2518.56;74.86;RR;Viúvo;Empresário;K;0
4292;Pós-Graduação;Sim;7091.26;64.48;PB;Divorciado;Médico;GGH;3
4293;Médio;Sim;2494.01;76.94;DF;Casado;Empresário;VP;1
4294;Médio;Não;2300.48;49.74;MT;Divorciado;Professor;WNCHD;2
4295;Médio;Não;4713.4;18.28;AL;Solteiro;Artista;KLDV;1
4296;Superior;Sim;1347.34;62.22;MS;Casado;Engenheiro;L;0
4297;Médio;Não;1019.07;75.39;RN;Divorciado;Engenheiro;K;3
4298;Fundamental;Não;3610.64;29.08;GO;Casado;Artista;VSKD;2
4299;Superior;Sim;2394.55;48.55;MS;Divorciado;Professor;KB;2
4300;Fundamental;Sim;2182.34;41.43;PA;Divorciado;Artista;ZDWX;2
4301;Médio;Sim;7926.8;69.1;SC;Viúvo;Engenheiro;EFDX;0
4302;Médio;Não;1980.18;45.47;AM;Divorciado;Médico;AGCCJ;2
4303;Médio;Não;2990.64;34.59;PE;Divorciado;Estudante;WHO;1
4304;Médio;Não;5572.27;43.7;MA;Solteiro;Médico;IX;3
4305;Superior;Sim;1139.59;70.9;CE;Solteiro;Outros;VSB;0
4306;Pós-Graduação;Sim;2545.08;46.63;PI;Divorciado;Empresário;WXKYW;3
4307;Pós-Graduação;Não;2079.3;69.53;MT;Casado;Engenheiro;MU;3
4308;Superior;Sim;4902.28;51.81;AL;Divorciado;Empresário;KVS;1
4309;Fundamental;Não;9645.58;69.17;ES;Divorciado;Outros;WFJ;1
4310;Médio;Sim;4954.48;56.71;MT;Divorciado;Médico;QNCZD;3
4311;Médio;Não;2122.36;37.93;MA;Solteiro;Estudante;FUYOA;3
4312;Fundamental;Sim;5414.8;19.46;AL;Divorciado;Advogado;CDVV;3
4313;Pós-Graduação;Não;2516.21;41.03;DF;Viúvo;Médico;X;2
4314;Fundamental;Sim;2882.99;48.52;RR;Viúvo;Advogado;Z;1
4315;Pós-Graduação;Não;3147.89;23.22;SE;Casado;Professor;HLFZH;2
4316;Fundamental;Sim;3485.54;60.07;RJ;Divorciado;Engenheiro;UHA;1
4317;Pós-Graduação;Sim;1108.23;26.88;ES;Viúvo;Professor;RQEVF;0
4318;Superior;Sim;5162.39;24.05;CE;Solteiro;Artista;FZ;0
4319;Médio;Não;8207.39;52.57;SC;Divorciado;Engenheiro;ZD;0
4320;Superior;Sim;1487.96;46.22;BA;Viúvo;Estudante;UVP;3
4321;Pós-Graduação;Não;3096.37;51.24;AL;Casado;Artista;UTVXN;0
4322;Superior;Sim;8129.1;77.67;AL;Viúvo;Engenheiro;LPC;1
4323;Superior;Sim;8583.95;27.43;DF;Casado;Empresário;TX;2
4324;Médio;Sim;8972.11;29.76;SP;Solteiro;Professor;IJMT;3
4325;Médio;Não;6342.36;72.26;MA;Viúvo;Empresário;VYZB;0
4326;Superior;Sim;9416.85;55.5;GO;Solteiro;Médico;IRZB;3
4327;Pós-Graduação;Não;6232.15;69.9;PR;Solteiro;Advogado;CIJB;2
4328;Médio;Não;1452.82;42.31;MG;Viúvo;Estudante;HEUT;3
4329;Médio;Não;3145.76;22.73;AC;Divorciado;Professor;KS;2
4330;Médio;Sim;6672.49;19.44;BA;Divorciado;Advogado;ERJ;1
4331;Médio;Não;9462.31;51.8;PE;Solteiro;Médico;BVD;3
4332;Fundamental;Sim;2668.65;64.67;PE;Viúvo;Professor;QJ;2
4333;Médio;Não;3462.72;22.82;AC;Viúvo;Professor;DS;0
4334;Médio;Sim;6633.82;47.32;SE;Casado;Professor;FK;0
4335;Médio;Não;3621.81;55.42;RR;Divorciado;Advogado;CPQOO;0
4336;Fundamental;Sim;1311.7;29.98;RR;Casado;Outros;GQ;2
4337;Fundamental;Não;1605.07;67.42;SC;Divorciado;Advogado;DTFN;0
4338;Pós-Graduação;Sim;1071.58;63.22;TO;Solteiro;Professor;RZOXB;0
4339;Pós-Graduação;Não;1496.69;62.04;SC;Casado;Engenheiro;X;0
4340;Fundamental;Não;5747.1;59.91;MS;Divorciado;Médico;CMZ;1
4341;Fundamental;Não;8511.1;53.94;AP;Divorciado;Artista;FHCX;0
4342;Médio;Sim;4523.03;70.52;RO;Divorciado;Médico;YFQ;1
4343;Superior;Não;8040.93;60.22;SC;Solteiro;Médico;TL;1
4344;Médio;Sim;9458.56;48.78;MA;Solteiro;Estudante;D;0
4345;Fundamental;Não;8295.17;77.18;MG;Viúvo;Médico;VSUI;2
4346;Médio;Não;3190.17;72.66;PB;Solteiro;Empresário;QOT;2
4347;Fundamental;Não;5514.57;39.85;GO;Viúvo;Artista;OHG;3
4348;Médio;Não;1826.65;47.7;RN;Solteiro;Empresário;LGHWI;2
4349;Médio;Não;2222.08;71.1;AM;Casado;Empresário;SH;2
4350;Médio;Não;1888.47;31.68;RN;Viúvo;Empresário;QPMX;1
4351;Pós-Graduação;Sim;8167.03;60.34;CE;Casado;Médico;OSYXH;3
4352;Pós-Graduação;Não;8428.62;71.86;MT;Divorciado;Engenheiro;ACX;2
4353;Médio;Não;2240.54;18.23;MT;Divorciado;Engenheiro;DNF;3
4354;Pós-Graduação;Sim;8969.25;18.43;MT;Solteiro;Outros;R;3
4355;Pós-Graduação;Não;2116.89;62.14;PE;Viúvo;Professor;WPXQ;3
4356;Fundamental;Sim;5010.26;50.55;PE;Viúvo;Advogado;DSG;1
4357;Fundamental;Sim;5935.26;34.1;PI;Casado;Artista;O;1
4358;Fundamental;Sim;4413.54;33.08;ES;Solteiro;Estudante;BGO;2
4359;Médio;Sim;4954.64;40.75;BA;Divorciado;Empresário;UJZV;1
4360;Médio;Não;7855.59;78.07;MG;Solteiro;Empresário;VBSA;3
4361;Pós-Graduação;Não;1315.19;42.15;RR;Divorciado;Advogado;ONMUI;0
4362;Médio;Não;7408.39;59.93;AL;Solteiro;Advogado;CGFNM;0
4363;Fundamental;Sim;3620.34;19.39;RJ;Viúvo;Professor;QRKTX;0
4364;Pós-Graduação;Sim;8670.15;62.81;PI;Casado;Estudante;TIQ;1
4365;Médio;Sim;7155.31;22.65;PA;Casado;Engenheiro;P;1
4366;Superior;Sim;5343.76;36.58;AC;Casado;Empresário;S;0
4367;Médio;Sim;9784.62;75.11;SC;Divorciado;Outros;BOKW;0
4368;Superior;Não;8268.61;46.72;PI;Solteiro;Advogado;A;2
4369;Superior;Não;7385.76;36.41;RR;Divorciado;Outros;EJ;3
4370;Superior;Não;4928.01;64.38;CE;Viúvo;Outros;GQTRB;2
4371;Superior;Sim;9211.15;73.23;RJ;Divorciado;Médico;LG;3
4372;Médio;Sim;2604.01;49.99;MG;Casado;Empresário;VEZVP;2
4373;Fundamental;Sim;8507.41;77.58;SP;Divorciado;Artista;W;3
4374;Pós-Graduação;Sim;9749.81;19.36;RO;Viúvo;Professor;EFH;0
4375;Pós-Graduação;Não;3443.01;43.77;AC;Viúvo;Estudante;O;2
4376;Fundamental;Sim;9390.75;60.74;DF;Casado;Artista;PQHP;2
4377;Médio;Não;1947.64;76.36;ES;Casado;Médico;FI;2
4378;Pós-Graduação;Sim;3242.4;42.75;DF;Divorciado;Professor;PMVRW;0
4379;Fundamental;Sim;1262.97;63.51;AL;Viúvo;Artista;REYUH;2
4380;Fundamental;Não;1897.45;63.91;ES;Casado;Engenheiro;HZJL;3
4381;Fundamental;Sim;2472.12;41.45;AL;Casado;Engenheiro;V;2
4382;Fundamental;Sim;9964.17;34.55;PE;Divorciado;Professor;OTGMH;3
4383;Pós-Graduação;Sim;4597.28;20.33;TO;Viúvo;Empresário;NREUG;3
4384;Fundamental;Sim;9683.16;26.86;GO;Casado;Artista;I;2
4385;Fundamental;Não;7208.61;30.36;RN;Solteiro;Outros;DWTG;2
4386;Superior;Não;4958.38;59.64;PE;Viúvo;Engenheiro;SSFAE;1
4387;Pós-Graduação;Sim;7097.77;41.23;GO;Divorciado;Estudante;KR;1
4388;Pós-Graduação;Não;1108.14;73.67;RN;Casado;Empresário;HRM;3
4389;Superior;Sim;8405.88;75.47;SP;Solteiro;Artista;UG;3
4390;Médio;Sim;9087.05;44.94;RR;Casado;Engenheiro;PBN;3
4391;Médio;Não;5370.74;20.6;SE;Viúvo;Professor;QWB;2
4392;Superior;Não;5990.45;36.9;CE;Divorciado;Professor;CBBU;2
4393;Médio;Sim;2567.86;27.76;PR;Casado;Médico;EJ;3
4394;Médio;Sim;1806.74;25.65;AL;Divorciado;Engenheiro;X;2
4395;Superior;Não;5231.8;49.05;AP;Divorciado;Professor;KZYU;2
4396;Pós-Graduação;Não;2537.15;41.62;SP;Divorciado;Outros;NREA;1
4397;Fundamental;Sim;2094.86;75.19;RN;Solteiro;Artista;Q;3
4398;Médio;Não;1383.34;47.94;PA;Viúvo;Estudante;PEW;2
4399;Superior;Sim;4778.23;63.38;PA;Divorciado;Artista;JORK;1
4400;Fundamental;Não;7500.12;39.64;PB;Casado;Engenheiro;ART;0
4401;Superior;Sim;8129.15;20.83;PE;Solteiro;Professor;JGVRI;3
4402;Superior;Não;6559.95;45.07;RJ;Divorciado;Médico;XLAQE;3
4403;Fundamental;Sim;9181.13;66.28;GO;Casado;Médico;THBMJ;3
4404;Superior;Sim;2580.64;77.01;SC;Solteiro;Engenheiro;FJ;1
4405;Fundamental;Sim;8086.79;25.02;BA;Viúvo;Advogado;Z;3
4406;Superior;Sim;5063.98;76.37;TO;Solteiro;Outros;E;1
4407;Pós-Graduação;Não;8264.45;61.39;AL;Viúvo;Médico;E;0
4408;Médio;Não;6307.42;49.36;RR;Solteiro;Advogado;CI;0
4409;Superior;Sim;4797.25;23.71;RN;Casado;Advogado;KDL;2
4410;Fundamental;Sim;4490.63;25.76;PB;Solteiro;Outros;AATE;0
4411;Pós-Graduação;Sim;6259.43;41.51;MG;Viúvo;Advogado;YFG;2
4412;Fundamental;Sim;6393.94;40.93;MG;Divorciado;Advogado;XRIC;0
4413;Médio;Não;3955.92;31.4;SE;Solteiro;Médico;DEO;3
4414;Fundamental;Sim;1674.18;74.25;DF;Casado;Empresário;I;1
4415;Superior;Sim;8252.44;22.0;BA;Viúvo;Outros;M;1
4416;Pós-Graduação;Sim;8581.58;39.94;BA;Viúvo;Advogado;W;1
4417;Fundamental;Não;9380.16;26.62;MG;Solteiro;Engenheiro;HVZM;3
4418;Fundamental;Não;7153.62;71.69;MA;Casado;Empresário;EZ;3
4419;Pós-Graduação;Não;7213.3;39.61;AP;Viúvo;Estudante;S;2
4420;Superior;Sim;6678.92;53.11;AP;Viúvo;Advogado;ZHUG;3
4421;Fundamental;Não;1369.64;32.43;PE;Solteiro;Professor;TB;0
4422;Médio;Não;7412.3;71.4;DF;Solteiro;Estudante;V;1
4423;Médio;Não;5061.18;68.34;GO;Divorciado;Outros;KUA;1
4424;Fundamental;Não;3598.05;24.84;PE;Solteiro;Empresário;H;1
4425;Superior;Sim;9165.48;19.13;MS;Solteiro;Artista;BQZ;3
4426;Médio;Não;2262.06;47.16;RO;Casado;Advogado;QRNFO;3
4427;Superior;Não;8962.06;32.87;PA;Solteiro;Empresário;TSY;1
4428;Superior;Sim;2043.63;75.43;RR;Solteiro;Professor;IUW;2
4429;Pós-Graduação;Sim;8415.98;35.11;PE;Divorciado;Professor;D;1
4430;Pós-Graduação;Não;7709.73;33.87;AM;Viúvo;Engenheiro;JWMNP;0
4431;Pós-Graduação;Sim;7408.93;45.62;MT;Solteiro;Médico;V;3
4432;Superior;Sim;3798.43;65.26;SE;Casado;Professor;WXD;3
4433;Pós-Graduação;Sim;6215.4;21.89;AP;Casado;Estudante;OFISI;0
4434;Médio;Não;3633.67;42.2;RJ;Divorciado;Estudante;SL;3
4435;Pós-Graduação;Não;3138.35;27.37;CE;Divorciado;Empresário;JJQD;2
4436;Fundamental;Não;4491.91;68.94;GO;Solteiro;Advogado;G;1
4437;Superior;Sim;8864.65;75.66;AM;Divorciado;Engenheiro;VD;2
4438;Superior;Não;3191.71;22.82;RR;Casado;Professor;MZPL;2
4439;Médio;Sim;4083.13;25.21;PE;Divorciado;Médico;H;2
4440;Fundamental;Sim;6641.93;60.25;SC;Divorciado;Engenheiro;TN;0
4441;Superior;Sim;6136.6;31.53;MS;Casado;Artista;GOX;3
4442;Superior;Sim;6998.62;46.46;RN;Casado;Artista;SAHLY;3
4443;Superior;Não;1490.1;35.42;RS;Casado;Médico;IS;3
4444;Pós-Graduação;Sim;2665.52;73.28;AP;Casado;Professor;LI;2
4445;Pós-Graduação;Não;9579.51;54.62;TO;Viúvo;Médico;IYM;3
4446;Superior;Sim;2053.4;63.92;PB;Divorciado;Empresário;LL;0
4447;Fundamental;Sim;6779.3;52.11;GO;Casado;Artista;QIOZ;1
4448;Superior;Não;2329.87;41.88;AM;Viúvo;Artista;EEM;0
4449;Pós-Graduação;Não;4931.41;35.3;TO;Casado;Empresário;LJDC;2
4450;Pós-Graduação;Não;3362.71;74.07;SP;Solteiro;Outros;QOAUY;1
4451;Fundamental;Não;9805.37;70.23;RJ;Solteiro;Estudante;J;1
4452;Médio;Sim;8220.52;19.48;PI;Divorciado;Engenheiro;HLX;0
4453;Fundamental;Sim;7261.87;51.5;ES;Casado;Professor;VU;0
4454;Médio;Não;3391.58;37.18;DF;Solteiro;Engenheiro;O;2
4455;Pós-Graduação;Sim;9429.72;64.74;PI;Viúvo;Artista;S;1
4456;Médio;Sim;3559.66;37.4;AM;Casado;Professor;C;3
4457;Médio;Sim;3512.73;72.44;MA;Solteiro;Médico;OU;2
4458;Fundamental;Sim;2797.24;63.58;PI;Solteiro;Engenheiro;MCXRW;0
4459;Pós-Graduação;Não;8223.18;66.65;CE;Divorciado;Empresário;IHG;0
4460;Superior;Sim;6595.23;74.16;BA;Solteiro;Médico;YPP;1
4461;Fundamental;Não;2124.54;27.61;PR;Solteiro;Outros;PXFO;3
4462;Fundamental;Não;3805.93;75.66;SP;Viúvo;Advogado;B;0
4463;Médio;Não;3769.19;29.25;SE;Casado;Outros;I;3
4464;Médio;Sim;5919.17;41.92;GO;Divorciado;Advogado;OZ;2
4465;Fundamental;Não;8017.99;64.34;RS;Divorciado;Advogado;BSR;3
4466;Superior;Não;2563.34;57.67;AC;Viúvo;Artista;Y;2
4467;Superior;Sim;7200.91;51.56;PA;Casado;Professor;PCG;0
4468;Pós-Graduação;Não;7321.53;39.55;PI;Casado;Artista;QOOIP;3
4469;Pós-Graduação;Não;1128.14;62.0;RJ;Solteiro;Médico;KMBF;2
4470;Superior;Não;4887.07;32.5;CE;Viúvo;Médico;DCOL;1
4471;Fundamental;Sim;6313.51;42.8;AM;Viúvo;Professor;KSUQZ;2
4472;Pós-Graduação;Sim;8411.64;22.16;PB;Solteiro;Artista;ODLSH;0
4473;Superior;Sim;5494.42;55.06;RJ;Solteiro;Estudante;XXD;0
4474;Pós-Graduação;Não;9446.58;76.38;DF;Solteiro;Advogado;QUK;2
4475;Pós-Graduação;Sim;4741.81;23.04;AM;Viúvo;Outros;VDBG;0
4476;Pós-Graduação;Sim;3435.46;35.74;GO;Casado;Médico;KJC;0
4477;Médio;Não;7029.73;63.52;RN;Solteiro;Empresário;PCZ;3
4478;Fundamental;Não;4325.23;57.47;RR;Casado;Outros;PKKVF;0
4479;Fundamental;Não;8203.78;63.97;DF;Divorciado;Médico;FNDOB;1
4480;Fundamental;Sim;2215.58;34.62;PR;Divorciado;Estudante;GACKK;3
4481;Superior;Não;2421.08;21.7;SE;Casado;Estudante;UUH;3
4482;Fundamental;Não;8255.79;43.15;MT;Divorciado;Empresário;FF;2
4483;Pós-Graduação;Sim;5963.51;58.31;RJ;Casado;Estudante;CT;2
4484;Médio;Sim;6233.21;75.83;RR;Viúvo;Professor;L;1
4485;Superior;Não;4141.33;59.3;PA;Viúvo;Engenheiro;WF;0
4486;Superior;Não;7444.75;24.87;GO;Viúvo;Médico;ES;2
4487;Médio;Não;2695.42;56.61;PB;Divorciado;Estudante;DH;2
4488;Pós-Graduação;Não;2318.24;58.68;SC;Viúvo;Advogado;M;2
4489;Fundamental;Sim;6801.94;25.86;RR;Casado;Artista;QZGW;0
4490;Superior;Sim;4852.16;75.94;RN;Casado;Outros;ERSF;0
4491;Pós-Graduação;Sim;3744.4;64.44;PB;Solteiro;Empresário;BRMP;1
4492;Fundamental;Sim;9166.75;41.96;MG;Divorciado;Engenheiro;K;2
4493;Superior;Não;3450.44;74.74;MA;Viúvo;Empresário;BLL;0
4494;Pós-Graduação;Sim;3397.35;60.36;TO;Solteiro;Outros;SBSVW;1
4495;Médio;Sim;7851.87;47.59;RN;Divorciado;Advogado;TORX;3
4496;Superior;Sim;4085.7;79.56;SP;Casado;Advogado;KU;1
4497;Superior;Não;2324.64;67.42;MG;Viúvo;Professor;GWQXP;0
4498;Pós-Graduação;Sim;7260.76;54.66;GO;Viúvo;Estudante;ODSUD;3
4499;Médio;Sim;5986.96;29.25;AP;Viúvo;Advogado;V;2
4500;Superior;Sim;4457.02;39.35;PA;Viúvo;Médico;AJUM;0
4501;Superior;Não;4080.86;44.41;MG;Casado;Engenheiro;VHTIQ;0
4502;Superior;Sim;2639.91;77.41;SP;Divorciado;Estudante;PG;0
4503;Médio;Não;7465.87;76.24;ES;Divorciado;Estudante;CFB;1
4504;Pós-Graduação;Não;8930.73;21.53;SP;Casado;Médico;ISRI;1
4505;Médio;Não;6894.41;47.56;MS;Viúvo;Estudante;HIRVS;1
4506;Médio;Sim;6595.71;74.99;SC;Solteiro;Professor;OKAH;1
4507;Pós-Graduação;Sim;8992.53;57.9;SP;Casado;Estudante;DF;3
4508;Médio;Sim;5443.23;51.26;MT;Viúvo;Estudante;C;1
4509;Médio;Não;2405.27;38.28;MA;Casado;Outros;RNYYF;2
4510;Fundamental;Sim;6558.5;21.15;AC;Divorciado;Empresário;WOZI;0
4511;Superior;Não;4663.54;44.42;RN;Casado;Engenheiro;CHM;1
4512;Pós-Graduação;Não;3042.4;31.88;DF;Viúvo;Artista;HQFIX;1
4513;Médio;Sim;3125.19;33.87;CE;Divorciado;Artista;BTNZZ;2
4514;Fundamental;Sim;8831.26;48.17;SE;Solteiro;Médico;DEYNQ;0
4515;Fundamental;Não;3730.37;56.03;ES;Viúvo;Professor;EAGNW;0
4516;Fundamental;Sim;7974.11;27.63;AM;Viúvo;Outros;W;0
4517;Superior;Não;1044.8;63.49;RR;Solteiro;Advogado;AYB;0
4518;Pós-Graduação;Não;6925.88;41.35;SE;Casado;Médico;H;1
4519;Médio;Não;6599.53;38.61;MG;Viúvo;Outros;RHIM;0
4520;Médio;Sim;4011.57;46.79;MS;Divorciado;Empresário;ZWMI;2
4521;Superior;Sim;3478.7;49.23;RN;Viúvo;Médico;VAKMJ;1
4522;Superior;Sim;9228.21;58.98;AM;Divorciado;Médico;AHD;0
4523;Fundamental;Não;9903.37;56.14;AC;Divorciado;Advogado;PPE;0
4524;Fundamental;Não;3118.4;60.02;AC;Viúvo;Outros;BTSTJ;1
4525;Pós-Graduação;Sim;5874.66;51.32;MT;Solteiro;Engenheiro;R;0
4526;Pós-Graduação;Sim;7935.62;44.48;MA;Divorciado;Professor;N;2
4527;Pós-Graduação;Não;7701.24;66.86;RS;Solteiro;Professor;VBCY;0
4528;Pós-Graduação;Sim;4573.17;59.68;AM;Viúvo;Outros;QMPVG;3
4529;Fundamental;Sim;2814.31;37.45;AC;Divorciado;Professor;C;2
4530;Pós-Graduação;Não;2646.66;36.5;PB;Viúvo;Empresário;NUOIX;0
4531;Fundamental;Não;5092.68;72.34;DF;Divorciado;Outros;YVM;1
4532;Pós-Graduação;Sim;8550.34;74.7;GO;Solteiro;Empresário;JN;2
4533;Superior;Sim;3185.37;78.87;BA;Solteiro;Engenheiro;IBK;0
4534;Médio;Não;8260.08;71.33;PE;Divorciado;Artista;EG;2
4535;Fundamental;Não;6252.27;38.45;MT;Viúvo;Médico;U;1
4536;Médio;Não;6036.08;23.0;RR;Casado;Advogado;EKPB;2
4537;Pós-Graduação;Não;4078.28;48.27;BA;Viúvo;Médico;XUQS;1
4538;Fundamental;Sim;2458.22;35.72;PR;Viúvo;Artista;C;1
4539;Fundamental;Sim;8222.97;78.8;MA;Viúvo;Advogado;UWR;0
4540;Pós-Graduação;Sim;9890.19;78.48;PB;Divorciado;Advogado;VK;0
4541;Pós-Graduação;Não;7561.73;55.45;PA;Solteiro;Outros;WDUMF;1
4542;Fundamental;Não;7441.85;60.79;RR;Solteiro;Estudante;O;1
4543;Pós-Graduação;Não;2042.84;44.43;PB;Casado;Médico;PJMJ;2
4544;Superior;Sim;2999.69;38.63;PA;Viúvo;Advogado;ZB;3
4545;Superior;Não;1136.56;62.75;MA;Solteiro;Advogado;XY;3
4546;Fundamental;Não;9977.94;79.78;MT;Viúvo;Estudante;WYU;1
4547;Pós-Graduação;Não;1296.3;42.29;BA;Viúvo;Outros;TZYA;1
4548;Médio;Não;7332.3;43.03;RN;Divorciado;Advogado;PDF;3
4549;Médio;Sim;8711.78;63.88;PA;Divorciado;Médico;WMUO;0
4550;Pós-Graduação;Sim;6773.52;32.09;AP;Divorciado;Engenheiro;FMFF;2
4551;Fundamental;Não;3923.43;63.7;RJ;Casado;Médico;EVXEZ;3
4552;Fundamental;Não;2183.41;34.0;RO;Divorciado;Advogado;IAO;3
4553;Médio;Não;5337.61;52.31;MS;Solteiro;Outros;I;0
4554;Médio;Sim;1664.6;33.05;BA;Divorciado;Outros;B;2
4555;Superior;Não;6569.52;70.99;MG;Casado;Advogado;AW;3
4556;Superior;Não;4041.66;68.45;RO;Solteiro;Advogado;ES;1
4557;Fundamental;Sim;9345.2;64.63;AM;Casado;Outros;MOK;2
4558;Médio;Sim;1035.87;23.07;RN;Casado;Professor;YO;1
4559;Médio;Sim;1054.87;36.41;PB;Divorciado;Engenheiro;AZZG;3
4560;Fundamental;Sim;3276.72;74.96;RJ;Viúvo;Advogado;S;0
4561;Superior;Não;9107.74;76.19;RS;Casado;Médico;RQ;2
4562;Fundamental;Não;9277.92;29.56;DF;Casado;Médico;ZZ;1
