ID Cliente,Cor do Cabelo,Cor dos Olhos,Cor da Pele,Altura (cm),Peso (kg),Tatuagens,Piercings,Tipo Sanguíneo,Tipo de Pele
3998,Preto,Preto,Indígena,177.54,88.03,3,3,A+,Seca
3999,Preto,Verde,Parda,152.4,66.21,2,1,B-,Oleosa
4000,Preto,Verde,Amarela,160.24,67.04,2,1,O+,Seca
4001,Ruivo,Azul,Branca,194.51,76.68,4,1,B-,Normal
4002,Loiro,Verde,Negra,159.52,107.67,1,2,B-,Normal
4003,Castanho,Preto,Amarela,170.37,86.8,4,1,O+,Mista
4004,Loiro,Azul,Negra,196.64,42.3,1,1,O-,Seca
4005,Ruivo,Azul,Negra,187.04,53.93,2,1,AB+,Mista
4006,Loiro,Verde,Branca,151.67,79.92,1,0,B+,Seca
4007,Castanho,Castanho,Indígena,162.43,104.72,5,2,A+,Seca
4008,Loiro,Azul,Branca,165.5,41.2,4,2,AB+,Seca
4009,Ruivo,Preto,Amarela,164.64,62.2,3,2,O-,Mista
4010,Preto,Azul,Negra,163.26,69.51,4,2,AB-,Seca
4011,Castanho,Preto,Branca,160.4,44.91,0,0,B-,Mista
4012,Loiro,Castanho,Parda,155.39,119.74,2,3,AB-,Oleosa
4013,Ruivo,Verde,Negra,165.06,57.03,2,2,AB+,Oleosa
4014,Castanho,Castanho,Amarela,183.16,92.57,1,3,O-,Normal
4015,Castanho,Verde,Parda,185.71,89.65,5,0,O-,Normal
4016,Loiro,Azul,Negra,170.78,67.03,5,3,A+,Mista
4017,Ruivo,Castanho,Indígena,187.07,87.98,4,2,O+,Normal
4018,Ruivo,Castanho,Branca,183.74,68.71,1,1,B-,Seca
4019,Castanho,Castanho,Negra,182.9,114.47,5,1,B+,Mista
4020,Castanho,Azul,Branca,189.07,107.87,2,0,AB-,Normal
4021,Preto,Azul,Branca,177.01,65.77,1,1,B-,Seca
4022,Loiro,Verde,Branca,151.4,83.03,4,0,B+,Seca
4023,Preto,Preto,Parda,177.61,104.83,3,1,A+,Mista
4024,Castanho,Castanho,Branca,195.08,82.03,4,2,B+,Oleosa
4025,Castanho,Preto,Negra,197.48,58.11,5,1,AB-,Seca
4026,Ruivo,Castanho,Negra,165.69,62.36,1,3,AB+,Normal
4027,Ruivo,Preto,Branca,185.39,112.93,2,2,O+,Normal
4028,Preto,Verde,Branca,157.04,51.19,3,3,A-,Mista
4029,Castanho,Azul,Parda,193.02,74.81,1,2,O+,Normal
4030,Loiro,Preto,Amarela,169.07,54.71,1,2,O-,Normal
4031,Ruivo,Azul,Branca,179.13,110.54,4,0,AB+,Mista
4032,Ruivo,Castanho,Amarela,152.51,89.38,0,0,O+,Mista
4033,Castanho,Castanho,Parda,194.31,47.25,1,1,O-,Normal
4034,Loiro,Preto,Amarela,182.69,52.63,1,0,O-,Mista
4035,Preto,Preto,Branca,182.33,78.83,0,2,A-,Normal
4036,Loiro,Verde,Indígena,198.61,116.1,3,0,O+,Seca
4037,Castanho,Preto,Parda,171.91,88.02,1,0,B-,Oleosa
4038,Loiro,Castanho,Parda,164.3,106.34,2,2,O+,Normal
4039,Loiro,Castanho,Amarela,173.29,42.12,2,2,A-,Mista
4040,Castanho,Castanho,Parda,159.42,46.96,1,0,B-,Mista
4041,Preto,Azul,Negra,151.88,77.12,5,2,AB-,Mista
4042,Loiro,Preto,Parda,160.39,114.21,5,0,AB+,Normal
4043,Castanho,Preto,Amarela,165.93,54.15,1,0,AB-,Oleosa
4044,Loiro,Castanho,Indígena,157.76,49.54,0,1,B+,Seca
4045,Castanho,Azul,Indígena,176.83,94.76,1,1,A-,Seca
4046,Preto,Azul,Amarela,189.57,87.23,1,2,A-,Seca
4047,Ruivo,Verde,Indígena,168.33,111.99,3,3,AB-,Mista
4048,Preto,Azul,Indígena,152.35,70.6,2,2,O-,Mista
4049,Ruivo,Verde,Branca,158.1,56.79,0,1,B+,Normal
4050,Ruivo,Azul,Amarela,177.95,108.68,1,1,B-,Normal
4051,Loiro,Castanho,Branca,197.22,106.74,1,3,AB-,Seca
4052,Castanho,Preto,Amarela,171.11,71.7,2,1,A+,Oleosa
4053,Castanho,Verde,Parda,166.92,118.9,3,1,A-,Oleosa
4054,Castanho,Preto,Parda,172.42,105.55,2,0,AB+,Mista
4055,Preto,Azul,Branca,166.84,100.12,0,2,O-,Mista
4056,Preto,Verde,Parda,193.61,117.69,5,3,B-,Seca
4057,Preto,Preto,Amarela,196.11,49.69,4,2,O-,Mista
4058,Preto,Preto,Amarela,157.97,58.45,4,2,O-,Seca
4059,Loiro,Azul,Indígena,160.05,52.55,2,1,O+,Seca
4060,Loiro,Castanho,Branca,176.02,43.61,1,3,B+,Seca
4061,Ruivo,Preto,Amarela,157.67,82.53,5,0,O+,Mista
4062,Ruivo,Preto,Indígena,189.66,115.01,3,0,B-,Normal
4063,Castanho,Preto,Indígena,150.47,68.66,1,2,O+,Mista
4064,Preto,Azul,Parda,150.81,54.8,0,0,AB-,Oleosa
4065,Loiro,Azul,Amarela,166.51,43.61,1,3,AB+,Seca
4066,Ruivo,Verde,Branca,178.68,47.62,1,2,O-,Oleosa
4067,Castanho,Azul,Amarela,155.39,86.8,2,1,O-,Mista
4068,Castanho,Preto,Branca,160.22,48.5,0,3,A-,Normal
4069,Preto,Preto,Amarela,150.5,59.15,2,3,O-,Seca
4070,Preto,Verde,Branca,151.1,59.48,0,0,B+,Oleosa
4071,Castanho,Preto,Amarela,159.86,69.89,3,1,B+,Oleosa
4072,Preto,Castanho,Parda,170.41,58.06,0,0,A+,Oleosa
4073,Preto,Azul,Indígena,172.05,88.34,1,3,A+,Seca
4074,Ruivo,Castanho,Branca,186.7,46.78,1,0,A-,Mista
4075,Ruivo,Castanho,Branca,156.14,44.94,1,2,A+,Mista
4076,Ruivo,Preto,Negra,195.05,44.65,2,3,A+,Mista
4077,Loiro,Verde,Branca,189.17,41.73,0,0,A-,Normal
4078,Preto,Preto,Amarela,168.26,96.7,0,0,AB+,Normal
4079,Ruivo,Azul,Amarela,190.79,91.84,3,1,B+,Mista
4080,Ruivo,Castanho,Parda,171.88,74.42,5,2,O+,Seca
4081,Castanho,Preto,Negra,171.34,70.14,0,1,O+,Normal
4082,Ruivo,Azul,Indígena,188.8,54.74,2,1,A+,Seca
4083,Castanho,Verde,Amarela,180.48,67.24,2,1,O+,Normal
4084,Preto,Preto,Branca,167.37,97.24,2,3,B+,Seca
4085,Castanho,Verde,Parda,190.69,94.16,4,0,AB-,Normal
4086,Ruivo,Verde,Parda,162.46,96.0,3,3,A-,Oleosa
4087,Loiro,Castanho,Indígena,187.42,45.12,0,2,AB-,Mista
4088,Loiro,Azul,Amarela,158.68,99.2,4,3,O-,Oleosa
4089,Preto,Preto,Negra,182.09,68.31,2,0,AB-,Seca
4090,Ruivo,Azul,Indígena,160.53,87.98,5,3,AB-,Mista
4091,Preto,Castanho,Amarela,153.91,40.2,5,3,A-,Seca
4092,Castanho,Preto,Branca,195.18,75.96,0,3,AB+,Seca
4093,Preto,Preto,Branca,195.51,119.8,2,2,A+,Normal
4094,Loiro,Verde,Negra,186.74,104.95,1,0,O+,Oleosa
4095,Preto,Azul,Indígena,177.81,51.41,1,2,O-,Mista
4096,Castanho,Verde,Branca,162.92,40.04,5,0,A-,Normal
4097,Ruivo,Azul,Indígena,174.38,103.51,5,3,A+,Oleosa
4098,Preto,Preto,Amarela,161.75,67.53,5,1,A+,Mista
4099,Castanho,Castanho,Branca,160.84,104.3,2,1,A+,Normal
4100,Loiro,Castanho,Indígena,185.84,57.38,2,0,AB+,Oleosa
4101,Ruivo,Verde,Negra,197.54,99.43,3,0,AB-,Oleosa
4102,Preto,Azul,Amarela,156.59,46.63,2,0,O-,Oleosa
4103,Preto,Verde,Parda,156.35,70.81,0,2,B+,Normal
4104,Loiro,Azul,Indígena,164.8,90.2,0,2,AB+,Seca
4105,Preto,Castanho,Amarela,153.41,77.24,4,0,B+,Seca
4106,Loiro,Preto,Indígena,198.61,102.55,4,3,B+,Oleosa
4107,Loiro,Azul,Branca,179.08,101.47,1,1,O-,Normal
4108,Ruivo,Castanho,Parda,187.07,62.79,2,1,AB+,Oleosa
4109,Loiro,Preto,Indígena,199.97,70.15,2,0,O+,Normal
4110,Loiro,Preto,Branca,188.53,75.29,0,3,O+,Oleosa
4111,Loiro,Verde,Indígena,154.54,63.04,1,1,AB-,Seca
4112,Preto,Castanho,Amarela,185.88,59.61,2,3,B+,Seca
4113,Loiro,Verde,Negra,197.88,41.03,1,2,AB+,Seca
4114,Loiro,Azul,Amarela,183.1,99.21,4,3,B-,Mista
4115,Loiro,Azul,Parda,156.62,89.2,0,0,A+,Normal
4116,Loiro,Preto,Negra,152.61,115.6,3,2,AB-,Normal
4117,Preto,Castanho,Branca,168.66,68.22,4,2,A-,Mista
4118,Loiro,Castanho,Parda,171.97,94.21,0,0,O-,Oleosa
4119,Castanho,Verde,Indígena,193.93,95.94,4,3,A-,Seca
4120,Castanho,Verde,Parda,170.68,48.35,0,2,O-,Mista
4121,Castanho,Castanho,Amarela,191.57,46.42,1,2,B+,Mista
4122,Ruivo,Preto,Branca,183.03,76.11,5,2,AB-,Mista
4123,Castanho,Preto,Negra,177.32,79.92,2,1,A-,Oleosa
4124,Castanho,Preto,Branca,186.48,117.54,0,2,B+,Oleosa
4125,Ruivo,Verde,Negra,197.92,96.92,2,1,B-,Normal
4126,Preto,Preto,Amarela,191.58,67.2,5,2,AB+,Mista
4127,Preto,Castanho,Amarela,173.81,67.57,5,3,B-,Oleosa
4128,Ruivo,Preto,Negra,181.8,92.71,1,0,B-,Mista
4129,Preto,Azul,Branca,174.76,91.85,5,3,AB-,Seca
4130,Ruivo,Verde,Amarela,191.24,100.77,5,3,B-,Mista
4131,Loiro,Azul,Negra,170.7,45.35,2,2,O+,Oleosa
4132,Preto,Verde,Amarela,181.11,42.12,4,0,O-,Mista
4133,Ruivo,Castanho,Branca,191.62,86.04,2,2,AB-,Normal
4134,Loiro,Castanho,Parda,196.79,84.3,0,3,O-,Seca
4135,Loiro,Azul,Negra,159.14,105.71,4,1,O-,Normal
4136,Castanho,Verde,Negra,163.19,91.84,5,0,O-,Normal
4137,Ruivo,Preto,Parda,169.32,78.14,3,3,O-,Seca
4138,Ruivo,Verde,Indígena,181.99,44.4,0,2,B-,Normal
4139,Castanho,Preto,Amarela,161.37,92.97,2,3,AB+,Oleosa
4140,Preto,Castanho,Negra,193.62,103.77,5,1,B+,Mista
4141,Ruivo,Azul,Amarela,172.04,90.0,3,1,O+,Mista
4142,Loiro,Preto,Branca,189.43,52.47,2,3,AB-,Mista
4143,Ruivo,Castanho,Branca,173.46,59.67,2,0,O-,Mista
4144,Castanho,Azul,Negra,157.42,94.01,3,1,AB-,Mista
4145,Ruivo,Preto,Negra,175.29,71.26,0,3,A+,Mista
4146,Preto,Verde,Negra,196.56,90.09,3,0,B-,Seca
4147,Castanho,Preto,Indígena,158.99,94.38,3,1,A-,Oleosa
4148,Castanho,Azul,Indígena,165.83,75.34,1,3,A+,Oleosa
4149,Loiro,Azul,Branca,152.01,70.91,1,0,AB+,Oleosa
4150,Ruivo,Verde,Amarela,197.79,106.07,4,0,O-,Seca
4151,Castanho,Verde,Amarela,189.1,90.61,5,3,A-,Mista
4152,Preto,Preto,Parda,167.16,56.36,5,0,AB+,Mista
4153,Preto,Verde,Amarela,169.71,59.69,1,0,A+,Oleosa
4154,Preto,Preto,Branca,176.69,52.09,2,0,O-,Mista
4155,Loiro,Verde,Indígena,185.63,94.72,3,1,O-,Normal
4156,Preto,Castanho,Parda,195.74,49.85,1,3,A-,Mista
4157,Loiro,Verde,Indígena,186.24,68.46,0,0,B+,Mista
4158,Preto,Verde,Branca,157.37,52.42,3,0,A+,Seca
4159,Ruivo,Azul,Amarela,162.37,109.52,0,2,O+,Seca
4160,Preto,Castanho,Amarela,162.46,70.28,5,0,A-,Mista
4161,Preto,Castanho,Branca,159.38,90.86,3,0,A+,Normal
4162,Loiro,Azul,Parda,178.67,97.64,1,3,O-,Oleosa
4163,Ruivo,Castanho,Amarela,197.02,91.77,0,0,AB+,Normal
4164,Ruivo,Castanho,Indígena,189.72,69.41,5,0,O+,Seca
4165,Loiro,Azul,Amarela,154.99,57.65,5,1,O+,Seca
4166,Ruivo,Preto,Branca,154.23,79.84,4,1,O+,Seca
4167,Preto,Preto,Branca,198.97,46.65,5,3,O-,Normal
4168,Preto,Preto,Branca,155.96,107.66,2,3,AB+,Oleosa
4169,Ruivo,Preto,Parda,172.89,88.5,5,1,O-,Seca
4170,Preto,Castanho,Parda,175.68,55.41,3,0,B+,Seca
4171,Ruivo,Castanho,Amarela,161.79,43.2,1,2,A-,Oleosa
4172,Loiro,Preto,Amarela,167.33,115.12,2,3,O-,Oleosa
4173,Loiro,Castanho,Indígena,184.42,59.59,1,3,A-,Mista
4174,Loiro,Azul,Negra,170.8,106.41,0,3,B+,Mista
4175,Castanho,Verde,Negra,195.91,101.83,0,3,AB+,Mista
4176,Preto,Preto,Branca,180.71,59.65,3,0,B-,Seca
4177,Loiro,Preto,Branca,183.48,100.19,3,0,AB-,Normal
4178,Ruivo,Castanho,Negra,194.54,85.17,0,2,O+,Oleosa
4179,Ruivo,Verde,Branca,194.94,95.75,2,3,O+,Mista
4180,Loiro,Verde,Indígena,172.72,109.9,0,1,B-,Mista
4181,Loiro,Preto,Negra,152.47,96.24,2,3,A+,Mista
4182,Loiro,Preto,Negra,191.22,45.85,1,1,B-,Seca
4183,Ruivo,Castanho,Amarela,164.57,51.46,0,0,B+,Mista
4184,Castanho,Preto,Indígena,151.8,74.99,2,0,AB-,Mista
4185,Loiro,Castanho,Parda,181.46,87.96,4,2,B-,Normal
4186,Ruivo,Azul,Indígena,161.28,90.11,4,3,O+,Mista
4187,Ruivo,Azul,Parda,157.55,108.12,5,3,AB-,Mista
4188,Loiro,Azul,Amarela,155.18,70.4,3,2,B+,Oleosa
4189,Preto,Azul,Branca,198.58,56.7,4,3,AB-,Normal
4190,Ruivo,Azul,Negra,180.86,117.67,2,0,AB-,Seca
4191,Preto,Preto,Indígena,184.72,100.4,5,3,O-,Normal
4192,Preto,Azul,Amarela,158.91,82.83,5,3,O+,Oleosa
4193,Castanho,Preto,Branca,165.92,60.63,3,1,O-,Seca
4194,Ruivo,Azul,Indígena,194.29,79.27,4,2,B-,Normal
4195,Castanho,Preto,Branca,188.22,84.3,3,2,AB-,Seca
4196,Loiro,Azul,Negra,174.7,104.12,3,3,A+,Normal
4197,Castanho,Castanho,Negra,158.63,79.75,0,0,O-,Seca
4198,Loiro,Preto,Negra,157.11,67.4,2,1,A-,Seca
4199,Preto,Verde,Parda,174.61,45.73,1,1,A+,Seca
4200,Ruivo,Verde,Negra,169.39,118.83,5,0,O-,Mista
4201,Castanho,Preto,Amarela,162.73,111.64,1,2,B+,Seca
4202,Ruivo,Preto,Branca,161.02,113.55,5,0,B-,Oleosa
4203,Preto,Azul,Parda,172.72,51.16,3,1,AB+,Mista
4204,Preto,Verde,Branca,158.18,47.54,0,2,O-,Normal
4205,Preto,Preto,Indígena,168.04,102.32,4,3,O+,Mista
4206,Preto,Azul,Branca,164.46,93.38,0,1,AB+,Oleosa
4207,Preto,Castanho,Branca,157.22,42.43,5,3,O+,Seca
4208,Preto,Preto,Indígena,168.78,71.03,4,2,A-,Seca
4209,Castanho,Preto,Parda,168.84,68.25,0,1,B+,Seca
4210,Ruivo,Preto,Indígena,166.03,96.03,0,2,O+,Seca
4211,Castanho,Azul,Indígena,190.55,71.43,0,0,A-,Oleosa
4212,Preto,Castanho,Branca,179.56,54.72,0,0,AB+,Mista
4213,Loiro,Verde,Parda,182.3,75.61,2,3,B-,Mista
4214,Loiro,Castanho,Negra,192.5,103.44,3,2,O+,Normal
4215,Preto,Castanho,Parda,159.62,57.63,5,0,B-,Normal
4216,Preto,Castanho,Negra,159.76,111.0,0,3,A-,Seca
4217,Preto,Castanho,Amarela,186.8,45.09,0,3,O+,Seca
4218,Ruivo,Preto,Negra,184.62,51.56,5,2,B+,Mista
4219,Ruivo,Verde,Negra,190.82,54.65,1,3,O-,Oleosa
4220,Castanho,Azul,Amarela,160.12,62.37,4,3,AB-,Mista
4221,Ruivo,Preto,Amarela,164.49,115.45,1,1,O+,Seca
4222,Preto,Azul,Amarela,165.1,57.65,3,2,AB+,Normal
4223,Ruivo,Azul,Negra,193.86,104.62,4,0,AB+,Mista
4224,Loiro,Azul,Branca,191.68,59.91,4,1,B-,Seca
4225,Loiro,Verde,Negra,165.24,116.01,4,0,A+,Normal
4226,Preto,Castanho,Amarela,192.03,69.23,4,3,AB-,Oleosa
4227,Ruivo,Castanho,Indígena,174.95,71.38,0,3,A-,Normal
4228,Ruivo,Castanho,Indígena,179.96,114.43,4,2,AB-,Seca
4229,Castanho,Verde,Branca,196.12,70.87,4,3,O+,Mista
4230,Castanho,Preto,Negra,150.59,77.54,1,2,O+,Normal
4231,Loiro,Verde,Negra,173.23,72.86,0,3,B-,Oleosa
4232,Preto,Preto,Indígena,190.22,82.31,2,3,A+,Mista
4233,Loiro,Verde,Negra,150.52,80.9,3,1,A+,Oleosa
4234,Preto,Preto,Branca,168.71,87.09,5,2,O+,Normal
4235,Preto,Azul,Amarela,184.16,52.78,0,2,B-,Oleosa
4236,Preto,Preto,Indígena,188.3,62.29,3,2,O+,Seca
4237,Preto,Verde,Branca,184.22,104.17,1,1,B+,Mista
4238,Ruivo,Preto,Indígena,153.57,63.04,4,1,A-,Normal
4239,Preto,Verde,Negra,188.3,69.41,4,2,A+,Normal
4240,Ruivo,Preto,Negra,165.66,49.63,0,3,AB-,Seca
4241,Preto,Castanho,Amarela,189.4,64.55,3,3,A-,Mista
4242,Ruivo,Verde,Parda,172.41,90.04,4,0,O+,Mista
4243,Ruivo,Preto,Negra,162.87,65.19,3,1,AB+,Mista
4244,Loiro,Verde,Parda,185.1,116.69,5,2,A+,Normal
4245,Loiro,Azul,Amarela,159.08,86.29,4,1,O-,Mista
4246,Castanho,Verde,Branca,171.36,117.66,5,0,O-,Seca
4247,Loiro,Azul,Amarela,182.9,73.5,2,0,A+,Normal
4248,Loiro,Preto,Branca,158.0,70.65,0,1,AB+,Normal
4249,Preto,Castanho,Parda,193.88,114.3,4,0,A-,Oleosa
4250,Castanho,Verde,Amarela,187.05,108.7,5,3,A-,Oleosa
4251,Loiro,Castanho,Branca,170.71,51.44,2,2,B-,Oleosa
4252,Loiro,Verde,Negra,163.4,93.77,3,3,AB-,Seca
4253,Ruivo,Azul,Parda,172.62,109.31,4,0,B-,Mista
4254,Castanho,Azul,Amarela,174.9,101.27,0,1,O-,Mista
4255,Castanho,Azul,Amarela,165.95,100.06,2,3,B-,Mista
4256,Castanho,Preto,Indígena,158.52,110.07,5,3,O+,Seca
4257,Ruivo,Azul,Negra,195.6,96.88,0,0,AB-,Mista
4258,Castanho,Verde,Negra,178.36,54.35,5,0,B+,Oleosa
4259,Castanho,Azul,Amarela,150.88,115.57,4,3,O-,Normal
4260,Ruivo,Azul,Indígena,154.03,99.18,3,1,B+,Mista
4261,Castanho,Preto,Indígena,169.97,96.17,2,1,AB-,Mista
4262,Castanho,Azul,Amarela,177.14,89.11,3,2,O+,Normal
4263,Preto,Verde,Negra,157.09,86.74,4,1,O-,Mista
4264,Loiro,Preto,Negra,180.23,57.24,4,0,O-,Oleosa
4265,Castanho,Castanho,Indígena,151.39,94.79,1,1,O-,Mista
4266,Ruivo,Verde,Indígena,168.44,61.54,3,0,A+,Mista
4267,Preto,Verde,Parda,186.26,51.08,3,1,AB-,Mista
4268,Loiro,Verde,Amarela,157.88,50.48,1,3,AB-,Mista
4269,Loiro,Castanho,Branca,179.63,48.82,4,1,AB+,Normal
4270,Preto,Verde,Amarela,155.85,74.97,0,0,A+,Mista
4271,Ruivo,Verde,Indígena,166.13,102.61,0,2,O-,Oleosa
4272,Loiro,Preto,Branca,193.23,69.7,3,3,A-,Oleosa
4273,Loiro,Castanho,Amarela,196.45,40.35,1,1,B+,Mista
4274,Loiro,Azul,Branca,170.53,51.79,5,3,O+,Oleosa
4275,Castanho,Castanho,Indígena,152.1,55.67,3,2,A-,Normal
4276,Castanho,Azul,Branca,179.57,111.44,1,1,AB-,Oleosa
4277,Preto,Verde,Negra,165.79,76.92,0,1,AB+,Normal
4278,Preto,Azul,Branca,183.24,118.72,5,2,B+,Oleosa
4279,Ruivo,Azul,Parda,179.08,95.17,5,2,O-,Oleosa
4280,Ruivo,Azul,Parda,161.63,108.37,4,1,A+,Mista
4281,Preto,Preto,Amarela,162.22,93.45,0,3,A+,Oleosa
4282,Ruivo,Azul,Parda,183.42,95.92,5,1,B+,Seca
4283,Loiro,Azul,Amarela,190.62,62.95,5,0,B-,Mista
4284,Loiro,Verde,Parda,182.29,67.59,2,1,B-,Seca
4285,Ruivo,Castanho,Parda,158.62,79.42,3,2,A-,Normal
4286,Ruivo,Castanho,Indígena,181.12,85.38,1,3,B-,Seca
4287,Preto,Verde,Indígena,164.83,108.64,5,2,B+,Mista
4288,Preto,Azul,Parda,188.2,50.96,1,3,O+,Mista
4289,Ruivo,Azul,Parda,158.99,49.3,3,0,B-,Seca
4290,Loiro,Preto,Amarela,171.57,81.58,1,0,O-,Seca
4291,Castanho,Castanho,Indígena,153.8,95.85,2,1,AB+,Mista
4292,Ruivo,Verde,Amarela,183.16,44.16,3,1,O+,Mista
4293,Preto,Preto,Amarela,181.18,41.94,2,3,A+,Normal
4294,Preto,Azul,Indígena,151.35,58.41,0,1,B+,Seca
4295,Ruivo,Preto,Indígena,183.44,88.88,3,2,A-,Oleosa
4296,Preto,Azul,Indígena,166.98,50.72,4,2,B-,Mista
4297,Loiro,Preto,Indígena,159.73,63.41,1,0,O+,Seca
4298,Preto,Azul,Indígena,186.19,84.44,5,3,AB+,Seca
4299,Castanho,Preto,Negra,161.15,107.27,5,1,A-,Oleosa
4300,Castanho,Azul,Amarela,176.92,115.5,5,1,AB-,Seca
4301,Loiro,Verde,Parda,192.57,115.8,0,1,O-,Seca
4302,Preto,Preto,Branca,152.18,101.93,4,1,O-,Seca
4303,Preto,Preto,Amarela,178.69,55.45,1,1,A-,Normal
4304,Ruivo,Castanho,Parda,192.58,91.61,0,0,B+,Oleosa
4305,Castanho,Preto,Indígena,161.22,110.47,3,3,A-,Normal
4306,Ruivo,Verde,Indígena,192.78,95.47,4,3,AB+,Mista
4307,Ruivo,Verde,Indígena,153.21,114.12,3,3,B+,Mista
4308,Preto,Castanho,Branca,182.12,95.9,4,2,AB-,Oleosa
4309,Castanho,Azul,Parda,158.84,61.58,4,0,A-,Normal
4310,Ruivo,Verde,Parda,157.59,45.12,4,1,AB-,Normal
4311,Preto,Azul,Parda,197.49,113.8,5,2,O+,Normal
4312,Loiro,Azul,Parda,158.64,79.06,4,3,A-,Oleosa
4313,Castanho,Castanho,Indígena,153.81,101.27,2,2,O-,Oleosa
4314,Preto,Castanho,Indígena,187.46,75.62,0,0,O+,Seca
4315,Loiro,Preto,Negra,175.57,71.63,5,2,AB-,Oleosa
4316,Ruivo,Azul,Parda,195.58,72.56,2,2,AB-,Normal
4317,Ruivo,Verde,Parda,155.63,57.58,2,3,B+,Normal
4318,Ruivo,Castanho,Negra,168.62,51.25,2,3,B+,Oleosa
4319,Loiro,Azul,Indígena,157.68,109.03,4,3,B-,Normal
4320,Loiro,Verde,Negra,171.77,118.36,4,0,AB-,Seca
4321,Ruivo,Azul,Parda,170.86,81.62,1,3,AB-,Oleosa
4322,Ruivo,Azul,Parda,174.98,56.04,3,2,B+,Mista
4323,Loiro,Verde,Negra,170.07,49.03,3,1,AB-,Seca
4324,Preto,Verde,Parda,194.68,119.08,0,0,O-,Normal
4325,Castanho,Castanho,Indígena,155.2,110.66,2,1,A+,Seca
4326,Ruivo,Azul,Amarela,179.14,106.04,3,2,O+,Seca
4327,Loiro,Verde,Parda,176.54,42.17,3,1,B-,Mista
4328,Preto,Azul,Parda,163.11,115.93,2,2,A+,Mista
4329,Preto,Castanho,Indígena,176.86,43.92,4,2,B+,Mista
4330,Preto,Verde,Amarela,169.47,111.05,0,1,B+,Normal
4331,Ruivo,Verde,Negra,199.44,94.07,3,2,B+,Normal
4332,Loiro,Azul,Indígena,187.5,63.37,3,1,B-,Normal
4333,Castanho,Verde,Negra,191.86,113.45,4,0,B-,Oleosa
4334,Loiro,Castanho,Parda,183.69,50.12,4,0,AB-,Oleosa
4335,Loiro,Castanho,Negra,152.13,105.37,5,2,B+,Oleosa
4336,Preto,Preto,Parda,169.41,101.86,3,3,O-,Normal
4337,Castanho,Verde,Indígena,178.5,109.57,3,2,O-,Seca
4338,Ruivo,Azul,Indígena,175.12,56.28,2,0,A-,Oleosa
4339,Ruivo,Castanho,Parda,196.62,119.43,0,1,AB-,Seca
4340,Preto,Castanho,Negra,172.11,57.0,4,3,B-,Normal
4341,Ruivo,Preto,Amarela,176.22,107.93,2,1,AB-,Seca
4342,Loiro,Preto,Indígena,162.23,94.06,3,0,O+,Normal
4343,Preto,Preto,Indígena,165.68,70.48,0,2,AB+,Seca
4344,Castanho,Preto,Negra,166.36,115.76,0,0,O-,Mista
4345,Loiro,Verde,Branca,186.84,80.76,3,1,B+,Seca
4346,Castanho,Castanho,Parda,169.39,115.08,2,3,O+,Seca
4347,Castanho,Verde,Negra,170.09,95.31,2,2,AB+,Oleosa
4348,Loiro,Verde,Negra,197.29,88.42,3,3,O-,Mista
4349,Castanho,Castanho,Indígena,169.96,79.9,0,2,AB+,Mista
4350,Preto,Preto,Parda,165.54,99.21,2,3,O+,Mista
4351,Preto,Azul,Negra,187.27,46.86,5,1,AB+,Normal
4352,Loiro,Castanho,Amarela,179.79,56.55,4,2,AB-,Oleosa
4353,Ruivo,Verde,Parda,186.21,40.7,2,1,AB-,Mista
4354,Castanho,Verde,Negra,160.89,66.85,3,1,A+,Mista
4355,Loiro,Preto,Amarela,182.93,94.17,1,0,O-,Oleosa
4356,Castanho,Preto,Amarela,155.59,88.53,2,3,B+,Oleosa
4357,Loiro,Preto,Parda,157.05,62.88,1,3,B-,Oleosa
4358,Castanho,Preto,Indígena,196.51,74.79,0,3,A-,Oleosa
4359,Ruivo,Castanho,Amarela,190.43,113.28,4,0,A+,Seca
4360,Loiro,Castanho,Indígena,158.95,50.65,0,2,A-,Mista
4361,Preto,Azul,Parda,159.67,84.98,5,2,AB-,Seca
4362,Ruivo,Preto,Negra,150.86,69.64,5,0,A+,Oleosa
4363,Preto,Preto,Parda,184.51,73.54,3,3,A+,Normal
4364,Ruivo,Verde,Indígena,152.27,85.46,1,2,O-,Normal
4365,Preto,Castanho,Branca,158.15,106.72,4,1,AB-,Seca
4366,Ruivo,Castanho,Parda,162.65,49.1,1,2,O+,Seca
4367,Castanho,Azul,Branca,160.85,55.02,0,2,AB+,Seca
4368,Preto,Preto,Amarela,198.63,60.92,5,0,AB-,Mista
4369,Castanho,Verde,Indígena,164.07,69.57,0,0,A+,Mista
4370,Loiro,Azul,Amarela,174.28,109.37,1,0,AB-,Mista
4371,Castanho,Castanho,Branca,175.55,112.65,2,0,A-,Normal
4372,Preto,Preto,Branca,194.0,114.44,4,2,A+,Mista
4373,Ruivo,Castanho,Negra,188.62,69.94,2,1,AB-,Oleosa
4374,Castanho,Castanho,Parda,185.0,105.99,3,3,A+,Seca
4375,Ruivo,Preto,Amarela,155.6,117.53,2,3,A-,Normal
4376,Loiro,Azul,Amarela,173.55,109.97,1,2,A+,Mista
4377,Loiro,Azul,Indígena,180.75,46.2,1,1,O+,Seca
4378,Preto,Verde,Indígena,157.67,111.91,3,2,O-,Normal
4379,Ruivo,Castanho,Parda,188.02,63.34,5,2,O-,Normal
4380,Castanho,Preto,Indígena,179.41,48.78,3,1,AB+,Oleosa
